LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN4839700000000,48,397,"Rockwall County, TX",2016,"46,423","44,794","1,629",3.7,3.5,3.4,3.2,3.1,90170,93421,96824,100546,104915,58113,57327,58182,59827,61682,,,
CN4839900000000,48,399,"Runnels County, TX",2016,"4,652","4,462",190,3.7,3.9,3.7,3.1,2.8,10387,10276,10282,10178,10264,58113,57327,58182,59827,61682,,,
CN4840100000000,48,401,"Rusk County, TX",2016,"22,463","21,153","1,310",4.7,5.8,5.1,4,3.6,52965,52892,54213,54301,54406,58113,57327,58182,59827,61682,,,
CN4840300000000,48,403,"Sabine County, TX",2016,"3,461","3,128",333,9.3,9.4,8.6,7.9,6.6,10440,10381,10417,10576,10542,58113,57327,58182,59827,61682,,,
CN4840500000000,48,405,"San Augustine County, TX",2016,"2,822","2,564",258,9,8.9,7.5,6.4,4.8,8349,8288,8302,8254,8237,58113,57327,58182,59827,61682,,,
CN4840700000000,48,407,"San Jacinto County, TX",2016,"11,413","10,690",723,5.6,6.3,5.7,4.9,4.6,27361,27732,28231,28717,28859,58113,57327,58182,59827,61682,,,
CN4840900000000,48,409,"San Patricio County, TX",2016,"30,202","27,916","2,286",6.5,7.4,7.7,6.3,5.4,67117,67311,67210,66671,66730,58113,57327,58182,59827,61682,,,
CN4841100000000,48,411,"San Saba County, TX",2016,"2,440","2,356",84,3.7,3.4,3.2,3,2.9,5922,5922,5996,6060,6055,58113,57327,58182,59827,61682,,,
CN4841300000000,48,413,"Schleicher County, TX",2016,"1,377","1,299",78,5.3,5.2,3.7,2.8,2.9,3195,3057,2989,2880,2793,58113,57327,58182,59827,61682,,,
CN4841500000000,48,415,"Scurry County, TX",2016,"7,463","7,021",442,4.1,5.9,4.3,3.4,3.2,17570,17394,17003,16812,16703,58113,57327,58182,59827,61682,,,
CN4841700000000,48,417,"Shackelford County, TX",2016,"1,889","1,816",73,2.8,3.8,3,2.3,2.2,3333,3337,3289,3256,3265,58113,57327,58182,59827,61682,,,
CN4841900000000,48,419,"Shelby County, TX",2016,"11,048","10,384",664,5.3,6,5.2,4.3,3.9,25373,25566,25225,25307,25274,58113,57327,58182,59827,61682,,,
CN4842100000000,48,421,"Sherman County, TX",2016,"1,350","1,311",39,2.7,2.9,3.1,2.6,2.3,3058,3070,3046,3101,3022,58113,57327,58182,59827,61682,,,
CN4842300000000,48,423,"Smith County, TX",2016,"105,569","100,827","4,742",4.5,4.5,4.1,3.6,3.3,222390,225161,227195,229749,232751,58113,57327,58182,59827,61682,,,
CN4842500000000,48,425,"Somervell County, TX",2016,"4,172","3,974",198,5,4.8,4.6,4.1,3.6,8618,8671,8855,9030,9128,58113,57327,58182,59827,61682,,,
CN4842700000000,48,427,"Starr County, TX",2016,"26,266","22,687","3,579",13.4,13.3,11.8,10,9.8,63484,63894,64130,64249,64633,58113,57327,58182,59827,61682,,,
CN4842900000000,48,429,"Stephens County, TX",2016,"3,979","3,770",209,4.2,5.3,4.5,3.6,3.1,9385,9377,9287,9405,9366,58113,57327,58182,59827,61682,,,
CN4843100000000,48,431,"Sterling County, TX",2016,664,636,28,3.3,3.9,3.7,3.3,3.1,1333,1339,1287,1304,1291,58113,57327,58182,59827,61682,,,
CN4843300000000,48,433,"Stonewall County, TX",2016,626,597,29,4.4,4.4,3.4,3.4,2.9,1398,1401,1376,1352,1350,58113,57327,58182,59827,61682,,,
CN4843500000000,48,435,"Sutton County, TX",2016,"1,579","1,452",127,6.1,7.9,5.1,3.8,3.7,3915,3886,3792,3752,3776,58113,57327,58182,59827,61682,,,
CN4843700000000,48,437,"Swisher County, TX",2016,"2,703","2,587",116,4.8,4.2,4.1,4.3,3.7,7477,7428,7446,7413,7397,58113,57327,58182,59827,61682,,,
CN4843900000000,48,439,"Tarrant County, TX",2016,"1,008,020","968,246","39,774",4.2,4,3.7,3.5,3.3,1984880,2023556,2056451,2081446,2102515,58113,57327,58182,59827,61682,,,
CN4844100000000,48,441,"Taylor County, TX",2016,"63,169","60,804","2,365",3.7,3.7,3.5,3.1,2.9,136133,136257,136634,137294,138034,58113,57327,58182,59827,61682,,,
CN4844300000000,48,443,"Terrell County, TX",2016,418,401,17,4.8,3.9,4.6,3.4,3.4,867,818,814,810,776,58113,57327,58182,59827,61682,,,
CN4844500000000,48,445,"Terry County, TX",2016,"5,381","5,119",262,4.7,4.8,5,4.1,3.7,12759,12770,12429,12344,12337,58113,57327,58182,59827,61682,,,
CN4844700000000,48,447,"Throckmorton County, TX",2016,764,736,28,3.2,3.5,4.3,3.3,3.8,1559,1537,1510,1504,1501,58113,57327,58182,59827,61682,,,
CN4844900000000,48,449,"Titus County, TX",2016,"12,879","12,076",803,5.7,6.2,5.4,5,4.2,32626,32463,32619,32743,32750,58113,57327,58182,59827,61682,,,
CN4845100000000,48,451,"Tom Green County, TX",2016,"54,206","51,764","2,442",4.1,4.5,3.7,3.1,3,117514,117634,117566,118014,119200,58113,57327,58182,59827,61682,,,
CN4845300000000,48,453,"Travis County, TX",2016,"678,367","657,085","21,282",3.3,3.2,3,2.8,2.6,1179805,1206110,1227585,1246572,1273954,58113,57327,58182,59827,61682,,,
CN4845500000000,48,455,"Trinity County, TX",2016,"5,460","5,116",344,5.9,6.1,5.5,5.1,4.8,14539,14543,14677,14688,14651,58113,57327,58182,59827,61682,,,
CN4845700000000,48,457,"Tyler County, TX",2016,"7,191","6,645",546,7,7.3,7.3,6.6,5.8,21370,21423,21517,21609,21672,58113,57327,58182,59827,61682,,,
CN4845900000000,48,459,"Upshur County, TX",2016,"17,708","16,559","1,149",5.2,6.4,5.2,4.2,3.7,40317,40771,41069,41179,41753,58113,57327,58182,59827,61682,,,
CN4846100000000,48,461,"Upton County, TX",2016,"1,583","1,498",85,3.9,5.3,3.7,3.4,2.9,3652,3690,3658,3637,3657,58113,57327,58182,59827,61682,,,
CN4846300000000,48,463,"Uvalde County, TX",2016,"11,778","11,150",628,5,5.3,4.7,4.2,3.8,26949,27081,27043,26787,26741,58113,57327,58182,59827,61682,,,
CN4846500000000,48,465,"Val Verde County, TX",2016,"19,968","18,701","1,267",6,6.2,5.1,3.8,3.4,48891,48911,49028,48988,49025,58113,57327,58182,59827,61682,,,
CN4846700000000,48,467,"Van Zandt County, TX",2016,"24,738","23,675","1,063",4.5,4.3,3.8,3.5,3.3,53430,54367,55163,55966,56590,58113,57327,58182,59827,61682,,,
CN4846900000000,48,469,"Victoria County, TX",2016,"43,919","41,558","2,361",4.2,5.4,4.8,3.8,3.4,92136,92402,92045,91878,92084,58113,57327,58182,59827,61682,,,
CN4847100000000,48,471,"Walker County, TX",2016,"23,663","22,414","1,249",5,5.2,4.6,4.2,3.9,70836,71845,72816,73136,72971,58113,57327,58182,59827,61682,,,
CN4847300000000,48,473,"Waller County, TX",2016,"21,841","20,605","1,236",4.8,5.6,4.9,4.2,3.7,48641,50046,51717,53512,55246,58113,57327,58182,59827,61682,,,
CN4847500000000,48,475,"Ward County, TX",2016,"5,340","5,030",310,4.3,5.7,4,2.5,2.3,11631,11571,11383,11709,11998,58113,57327,58182,59827,61682,,,
CN4847700000000,48,477,"Washington County, TX",2016,"14,990","14,221",769,4.8,5.1,4.2,3.6,3.3,34836,34740,34861,35496,35882,58113,57327,58182,59827,61682,,,
CN4847900000000,48,479,"Webb County, TX",2016,"113,533","107,977","5,556",4.7,4.9,4.2,3.7,3.7,269865,272301,273691,275120,276652,58113,57327,58182,59827,61682,,,
CN4848100000000,48,481,"Wharton County, TX",2016,"21,009","19,954","1,055",4.4,5,4.5,3.7,3.4,41383,41609,41837,41499,41556,58113,57327,58182,59827,61682,,,
CN4848300000000,48,483,"Wheeler County, TX",2016,"2,484","2,359",125,3.9,4.7,4,3.1,3,5658,5518,5300,5158,5056,58113,57327,58182,59827,61682,,,
CN4848500000000,48,485,"Wichita County, TX",2016,"55,044","52,629","2,415",4.3,4.3,3.7,3.4,3.2,130961,131295,131689,131807,132230,58113,57327,58182,59827,61682,,,
CN4848700000000,48,487,"Wilbarger County, TX",2016,"5,035","4,795",240,4.8,4.7,4.7,4.1,3.6,13055,12880,12683,12777,12769,58113,57327,58182,59827,61682,,,
CN4848900000000,48,489,"Willacy County, TX",2016,"6,500","5,695",805,13,12.2,11,9.8,8.2,21863,21761,21508,21450,21358,58113,57327,58182,59827,61682,,,
CN4849100000000,48,491,"Williamson County, TX",2016,"273,363","264,238","9,125",3.4,3.4,3.3,3,2.8,507133,527622,546251,566463,590551,58113,57327,58182,59827,61682,,,
CN4849300000000,48,493,"Wilson County, TX",2016,"23,583","22,664",919,3.8,3.9,3.5,3.1,2.8,47178,48212,49211,50196,51070,58113,57327,58182,59827,61682,,,
CN4849500000000,48,495,"Winkler County, TX",2016,"3,027","2,789",238,5.7,7.7,5.1,2.8,2.8,8027,7915,7605,7778,8010,58113,57327,58182,59827,61682,,,
CN4849700000000,48,497,"Wise County, TX",2016,"29,155","27,769","1,386",4.6,4.7,4,3.4,3.2,62857,64478,65848,68284,69984,58113,57327,58182,59827,61682,,,
CN4849900000000,48,499,"Wood County, TX",2016,"17,127","16,222",905,5.3,5.3,4.7,4.2,3.9,43117,43753,44263,45157,45539,58113,57327,58182,59827,61682,,,
CN4850100000000,48,501,"Yoakum County, TX",2016,"3,739","3,562",177,3.8,4.8,3.5,2.9,2.9,8644,8652,8557,8590,8713,58113,57327,58182,59827,61682,,,
CN4850300000000,48,503,"Young County, TX",2016,"8,324","7,955",369,4.3,4.4,3.8,3.2,3,18163,18098,17922,17986,18010,58113,57327,58182,59827,61682,,,
CN4850500000000,48,505,"Zapata County, TX",2016,"5,100","4,539",561,7.6,10.7,7.4,5.5,5.1,14493,14446,14254,14149,14179,58113,57327,58182,59827,61682,,,
CN4850700000000,48,507,"Zavala County, TX",2016,"3,893","3,344",549,11.2,13.9,11.2,9.6,8.5,12310,12121,11957,11969,11840,58113,57327,58182,59827,61682,,,
CN4900100000000,49,1,"Beaver County, UT",2016,"3,088","2,935",153,3.8,4.9,4.1,3.4,3,6353,6478,6421,6625,6710,47522,48462,49380,50356,51407,,,
CN4900300000000,49,3,"Box Elder County, UT",2016,"24,694","23,837",857,3.7,3.5,3.3,2.9,2.6,51826,52975,53977,54906,56046,47522,48462,49380,50356,51407,,,
CN4900500000000,49,5,"Cache County, UT",2016,"61,443","59,562","1,881",3.1,3.1,2.8,2.6,2.2,119697,122201,124236,126400,128289,47522,48462,49380,50356,51407,,,
CN4900700000000,49,7,"Carbon County, UT",2016,"8,384","7,886",498,5.7,6,5.1,4.4,3.7,20391,20324,20131,20233,20463,47522,48462,49380,50356,51407,,,
CN4900900000000,49,9,"Daggett County, UT",2016,474,451,23,4.7,5.2,4.9,4.3,3.8,1107,1076,1013,974,950,47522,48462,49380,50356,51407,,,
CN4901100000000,49,11,"Davis County, UT",2016,"164,656","159,474","5,182",3.4,3.2,3.1,2.9,2.4,334597,341000,346658,351101,355481,47522,48462,49380,50356,51407,,,
CN4901300000000,49,13,"Duchesne County, UT",2016,"8,158","7,428",730,7.6,8.9,5.7,4.4,3.9,20748,20242,19868,19943,19938,47522,48462,49380,50356,51407,,,
CN4901500000000,49,15,"Emery County, UT",2016,"4,284","4,012",272,6.1,6.3,5.2,4.7,4,10359,10206,10006,10003,10012,47522,48462,49380,50356,51407,,,
CN4901700000000,49,17,"Garfield County, UT",2016,"2,780","2,547",233,8.9,8.3,7.6,7.6,6.2,4962,4952,5025,5002,5051,47522,48462,49380,50356,51407,,,
CN4901900000000,49,19,"Grand County, UT",2016,"5,773","5,436",337,6.1,5.9,5.3,4.6,3.9,9551,9622,9589,9686,9754,47522,48462,49380,50356,51407,,,
CN4902100000000,49,21,"Iron County, UT",2016,"21,491","20,561",930,4.5,4.4,4.2,3.5,2.9,48113,49676,50761,52678,54839,47522,48462,49380,50356,51407,,,
CN4902300000000,49,23,"Juab County, UT",2016,"5,178","4,991",187,4,3.6,3.4,2.9,2.5,10551,11016,11293,11629,12017,47522,48462,49380,50356,51407,,,
CN4902500000000,49,25,"Kane County, UT",2016,"3,685","3,545",140,4.4,3.8,3.4,3.1,2.9,7039,7297,7520,7677,7886,47522,48462,49380,50356,51407,,,
CN4902700000000,49,27,"Millard County, UT",2016,"6,275","6,066",209,3.5,3.3,3.3,3.2,2.8,12620,12655,12821,12987,13188,47522,48462,49380,50356,51407,,,
CN4902900000000,49,29,"Morgan County, UT",2016,"5,077","4,926",151,3.1,3,2.9,2.7,2.4,11039,11370,11829,11956,12124,47522,48462,49380,50356,51407,,,
CN4903100000000,49,31,"Piute County, UT",2016,463,435,28,6.5,5.9,5,5.2,4.8,1491,1459,1407,1438,1479,47522,48462,49380,50356,51407,,,
CN4903300000000,49,33,"Rich County, UT",2016,"1,111","1,076",35,3.6,3.2,3.2,3.2,3.1,2300,2313,2395,2456,2483,47522,48462,49380,50356,51407,,,
CN4903500000000,49,35,"Salt Lake County, UT",2016,"605,535","586,393","19,142",3.4,3.2,3.1,2.9,2.5,1102273,1120109,1136719,1148692,1160437,47522,48462,49380,50356,51407,,,
CN4903700000000,49,37,"San Juan County, UT",2016,"5,696","5,242",454,7.9,8.1,7,6.1,5.1,15239,15329,15277,15358,15308,47522,48462,49380,50356,51407,,,
CN4903900000000,49,39,"Sanpete County, UT",2016,"11,837","11,370",467,4.1,4,4,3.6,3.2,28654,29232,29921,30503,30939,47522,48462,49380,50356,51407,,,
CN4904100000000,49,41,"Sevier County, UT",2016,"9,641","9,220",421,4.5,4.4,3.9,3.5,3.1,20858,21131,21292,21497,21620,47522,48462,49380,50356,51407,,,
CN4904300000000,49,43,"Summit County, UT",2016,"24,030","23,285",745,3.3,3.2,3.1,3,2.4,39640,40512,41330,41890,42145,47522,48462,49380,50356,51407,,,
CN4904500000000,49,45,"Tooele County, UT",2016,"30,519","29,357","1,162",4.2,3.8,3.6,3.3,2.9,62639,64612,67486,69989,72259,47522,48462,49380,50356,51407,,,
CN4904700000000,49,47,"Uintah County, UT",2016,"14,370","13,033","1,337",6.8,9.3,6.1,4.6,4.2,37791,36264,35228,35405,35734,47522,48462,49380,50356,51407,,,
CN4904900000000,49,49,"Utah County, UT",2016,"279,346","270,835","8,511",3.3,3.1,2.9,2.8,2.4,572667,590288,606742,621520,636235,47522,48462,49380,50356,51407,,,
CN4905100000000,49,51,"Wasatch County, UT",2016,"13,940","13,477",463,3.5,3.4,3.3,3.1,2.7,29118,30375,31890,33067,34091,47522,48462,49380,50356,51407,,,
CN4905300000000,49,53,"Washington County, UT",2016,"67,474","64,981","2,493",4.1,3.7,3.5,3.3,3,154650,159352,165929,171567,177556,47522,48462,49380,50356,51407,,,
CN4905500000000,49,55,"Wayne County, UT",2016,"1,439","1,328",111,9.1,7.8,7.4,5.9,5.5,2690,2671,2702,2671,2711,47522,48462,49380,50356,51407,,,
CN4905700000000,49,57,"Weber County, UT",2016,"120,626","116,016","4,610",4.1,3.8,3.7,3.4,3,242872,247131,251576,255697,260213,47522,48462,49380,50356,51407,,,
CN5000100000000,50,1,"Addison County, VT",2016,"20,977","20,332",645,3.5,3,2.8,2.4,2.3,36929,36931,36900,36873,36777,46234,47082,47100,47649,48855,,,
CN5000300000000,50,3,"Bennington County, VT",2016,"18,474","17,770",704,4.2,3.8,3.6,3,2.9,36153,35911,35675,35520,35470,46234,47082,47100,47649,48855,,,
CN5000500000000,50,5,"Caledonia County, VT",2016,"15,008","14,388",620,4.6,4.1,3.6,3.1,3,30645,30154,30141,30236,29993,46234,47082,47100,47649,48855,,,
CN5000700000000,50,7,"Chittenden County, VT",2016,"95,198","92,845","2,353",2.7,2.5,2.2,2,1.8,161293,161563,163031,163571,163774,46234,47082,47100,47649,48855,,,
CN5000900000000,50,9,"Essex County, VT",2016,"2,717","2,558",159,5.7,5,4.5,3.5,3.2,6193,6224,6184,6234,6163,46234,47082,47100,47649,48855,,,
CN5001100000000,50,11,"Franklin County, VT",2016,"27,347","26,480",867,3.6,3.1,3,2.4,2.3,48988,48963,48969,49258,49402,46234,47082,47100,47649,48855,,,
CN5001300000000,50,13,"Grand Isle County, VT",2016,"3,955","3,798",157,4,3.7,3.4,3.1,2.9,6871,6921,6975,7110,7235,46234,47082,47100,47649,48855,,,
CN5001500000000,50,15,"Lamoille County, VT",2016,"13,853","13,254",599,4.6,4.2,3.9,3.4,3.1,25240,25331,25360,25295,25362,46234,47082,47100,47649,48855,,,
CN5001700000000,50,17,"Orange County, VT",2016,"15,895","15,400",495,3.4,3.1,3,2.5,2.4,28887,28908,28964,28888,28892,46234,47082,47100,47649,48855,,,
CN5001900000000,50,19,"Orleans County, VT",2016,"13,553","12,844",709,5.5,5.2,5,4.3,4.2,27034,26766,26811,26859,27037,46234,47082,47100,47649,48855,,,
CN5002100000000,50,21,"Rutland County, VT",2016,"31,152","29,941","1,211",4.2,3.8,3.4,3,2.8,59544,59122,59006,58596,58191,46234,47082,47100,47649,48855,,,
CN5002300000000,50,23,"Washington County, VT",2016,"34,013","32,923","1,090",3.5,3.2,2.9,2.5,2.3,58652,58355,58253,58079,58409,46234,47082,47100,47649,48855,,,
CN5002500000000,50,25,"Windham County, VT",2016,"23,330","22,552",778,3.6,3.3,3,2.7,2.6,43246,43163,42851,42635,42222,46234,47082,47100,47649,48855,,,
CN5002700000000,50,27,"Windsor County, VT",2016,"29,417","28,552",865,3.2,2.9,2.5,2.2,2.1,55541,55345,55224,55204,55062,46234,47082,47100,47649,48855,,,
CN5100100000000,51,1,"Accomack County, VA",2016,"15,799","15,038",761,5.5,4.9,4.5,3.9,3.5,32914,32871,32685,32581,32316,54408,54301,54917,56110,56938,,,
CN5100300000000,51,3,"Albemarle County, VA",2016,"54,092","52,200","1,892",3.9,3.6,3.3,2.7,2.5,105117,106431,107768,108377,109330,54408,54301,54917,56110,56938,,,
CN5100500000000,51,5,"Alleghany County, VA",2016,"6,922","6,571",351,5.1,5.1,4.6,3.8,3.4,15425,15387,15128,14986,14860,54408,54301,54917,56110,56938,,,
CN5100700000000,51,7,"Amelia County, VA",2016,"6,226","5,965",261,4.5,4.3,4,3.3,3.2,12784,12801,12980,13057,13145,54408,54301,54917,56110,56938,,,
CN5100900000000,51,9,"Amherst County, VA",2016,"15,140","14,482",658,4.8,4.4,4.1,3.3,3.2,31836,31887,31863,31684,31605,54408,54301,54917,56110,56938,,,
CN5101100000000,51,11,"Appomattox County, VA",2016,"6,974","6,652",322,4.9,4.7,4.4,3.7,3.5,15492,15528,15723,15881,15911,54408,54301,54917,56110,56938,,,
CN5101300000000,51,13,"Arlington County, VA",2016,"146,487","142,702","3,785",2.8,2.6,2.5,2,1.9,228548,231259,234647,236025,236842,54408,54301,54917,56110,56938,,,
CN5101500000000,51,15,"Augusta County, VA",2016,"36,855","35,521","1,334",4.1,3.7,3.4,2.8,2.4,74292,74834,75177,75535,75558,54408,54301,54917,56110,56938,,,
CN5101700000000,51,17,"Bath County, VA",2016,"2,502","2,410",92,4.1,3.7,3,2.5,2.5,4460,4409,4266,4253,4147,54408,54301,54917,56110,56938,,,
CN5101900000000,51,19,"Bedford County, VA",2016,"37,890","36,353","1,537",4.4,4.1,3.9,3.1,2.9,77629,77993,78378,78882,78997,54408,54301,54917,56110,56938,,,
CN5102100000000,51,21,"Bland County, VA",2016,"2,747","2,603",144,5.7,5.3,4.1,3.2,2.8,6532,6472,6354,6303,6280,54408,54301,54917,56110,56938,,,
CN5102300000000,51,23,"Botetourt County, VA",2016,"17,398","16,769",629,4.2,3.7,3.5,2.7,2.5,33380,33252,33313,33352,33419,54408,54301,54917,56110,56938,,,
CN5102500000000,51,25,"Brunswick County, VA",2016,"6,246","5,870",376,6.8,6,5.3,5,4.7,16845,16618,16570,16336,16231,54408,54301,54917,56110,56938,,,
CN5102700000000,51,27,"Buchanan County, VA",2016,"6,826","6,090",736,10.9,10.8,7.1,5.5,5.6,22752,22212,21604,21369,21004,54408,54301,54917,56110,56938,,,
CN5102900000000,51,29,"Buckingham County, VA",2016,"6,285","5,949",336,5.9,5.5,5.4,4.5,4.2,17017,17051,17038,17043,17148,54408,54301,54917,56110,56938,,,
CN5103100000000,51,31,"Campbell County, VA",2016,"26,026","24,885","1,141",4.7,4.5,4.1,3.4,3.1,55356,55419,55326,55137,54885,54408,54301,54917,56110,56938,,,
CN5103300000000,51,33,"Caroline County, VA",2016,"14,841","14,192",649,5.1,4.5,4.3,3.5,3.2,29900,30099,30432,30751,30725,54408,54301,54917,56110,56938,,,
CN5103500000000,51,35,"Carroll County, VA",2016,"12,928","12,264",664,5.3,5.2,4.4,3.7,3.6,29870,29789,29812,29741,29791,54408,54301,54917,56110,56938,,,
CN5103600000000,51,36,"Charles City County, VA",2016,"3,726","3,557",169,5.3,4.6,4.8,4.1,3.4,7046,7034,7026,7000,6963,54408,54301,54917,56110,56938,,,
CN5103700000000,51,37,"Charlotte County, VA",2016,"5,253","4,989",264,5.7,5.1,4.5,3.7,3.5,12179,12119,12077,11944,11880,54408,54301,54917,56110,56938,,,
CN5104100000000,51,41,"Chesterfield County, VA",2016,"180,031","173,141","6,890",4.3,3.9,3.6,3,2.7,334915,338479,343276,348281,352802,54408,54301,54917,56110,56938,,,
CN5104300000000,51,43,"Clarke County, VA",2016,"7,457","7,196",261,4,3.6,3.4,2.9,2.5,14239,14294,14454,14511,14619,54408,54301,54917,56110,56938,,,
CN5104500000000,51,45,"Craig County, VA",2016,"2,370","2,259",111,5.5,4.8,4.3,3.6,3.2,5136,5120,5062,5102,5131,54408,54301,54917,56110,56938,,,
CN5104700000000,51,47,"Culpeper County, VA",2016,"23,235","22,346",889,4.3,3.9,3.6,2.9,2.6,49551,50319,51235,51795,52605,54408,54301,54917,56110,56938,,,
CN5104900000000,51,49,"Cumberland County, VA",2016,"4,605","4,394",211,5.1,4.7,4.1,3.3,3,9756,9745,9828,9857,9932,54408,54301,54917,56110,56938,,,
CN5105100000000,51,51,"Dickenson County, VA",2016,"4,535","4,084",451,10.1,10,6.8,5.2,4.9,15201,15014,14722,14526,14318,54408,54301,54917,56110,56938,,,
CN5105300000000,51,53,"Dinwiddie County, VA",2016,"13,379","12,733",646,5.4,4.9,4.5,3.6,3.3,28148,28468,28630,28633,28544,54408,54301,54917,56110,56938,,,
CN5105700000000,51,57,"Essex County, VA",2016,"5,516","5,250",266,5.4,4.9,4.8,3.9,3.5,11096,11077,10969,10896,10953,54408,54301,54917,56110,56938,,,
CN5105900000000,51,59,"Fairfax County, VA",2016,"621,364","601,617","19,747",3.6,3.3,3,2.5,2.3,1140401,1144188,1148728,1148463,1147532,54408,54301,54917,56110,56938,,,
CN5106100000000,51,61,"Fauquier County, VA",2016,"35,922","34,687","1,235",3.9,3.5,3.3,2.6,2.4,68423,68805,69547,70642,71222,54408,54301,54917,56110,56938,,,
CN5106300000000,51,63,"Floyd County, VA",2016,"8,226","7,900",326,4,4.1,3.7,2.8,2.6,15548,15677,15758,15790,15749,54408,54301,54917,56110,56938,,,
CN5106500000000,51,65,"Fluvanna County, VA",2016,"13,223","12,783",440,3.8,3.4,3,2.5,2.3,26133,26187,26480,26898,27270,54408,54301,54917,56110,56938,,,
CN5106700000000,51,67,"Franklin County, VA",2016,"26,435","25,309","1,126",4.7,4.3,3.9,3.1,2.9,56227,56158,56315,56191,56042,54408,54301,54917,56110,56938,,,
CN5106900000000,51,69,"Frederick County, VA",2016,"44,971","43,415","1,556",4,3.5,3.2,2.6,2.4,83493,84638,86456,88173,89313,54408,54301,54917,56110,56938,,,
CN5107100000000,51,71,"Giles County, VA",2016,"7,956","7,534",422,5.2,5.4,4.7,3.4,3.3,16762,16827,16754,16799,16720,54408,54301,54917,56110,56938,,,
CN5107300000000,51,73,"Gloucester County, VA",2016,"19,019","18,324",695,4.1,3.7,3.3,2.7,2.6,37010,37114,37295,37341,37348,54408,54301,54917,56110,56938,,,
CN5107500000000,51,75,"Goochland County, VA",2016,"10,694","10,293",401,4.2,3.8,3.5,3,2.8,22165,22485,22703,23219,23753,54408,54301,54917,56110,56938,,,
CN5107700000000,51,77,"Grayson County, VA",2016,"7,034","6,665",369,5.9,5.2,4,3.1,2.9,15959,15867,15697,15635,15550,54408,54301,54917,56110,56938,,,
CN5107900000000,51,79,"Greene County, VA",2016,"9,866","9,549",317,3.7,3.3,3,2.6,2.3,19183,19309,19593,19692,19819,54408,54301,54917,56110,56938,,,
CN5108100000000,51,81,"Greensville County, VA",2016,"4,186","3,971",215,5.4,5.1,4.3,3.7,3.4,11786,11500,11569,11432,11336,54408,54301,54917,56110,56938,,,
CN5108300000000,51,83,"Halifax County, VA",2016,"14,904","14,042",862,6.4,5.9,4.9,4.2,3.9,35103,34990,34575,34181,33911,54408,54301,54917,56110,56938,,,
CN5108500000000,51,85,"Hanover County, VA",2016,"56,875","54,896","1,979",3.9,3.5,3.3,2.7,2.4,103071,104290,105674,106886,107766,54408,54301,54917,56110,56938,,,
CN5108700000000,51,87,"Henrico County, VA",2016,"179,138","172,258","6,880",4.3,3.9,3.6,3,2.8,324375,325931,327559,328993,330818,54408,54301,54917,56110,56938,,,
CN5108900000000,51,89,"Henry County, VA",2016,"22,095","20,866","1,229",6.4,5.6,4.6,3.8,3.3,51940,51645,51346,51050,50557,54408,54301,54917,56110,56938,,,
CN5109100000000,51,91,"Highland County, VA",2016,"1,300","1,259",41,3.5,3.2,3.3,2.8,2.7,2196,2210,2217,2208,2190,54408,54301,54917,56110,56938,,,
CN5109300000000,51,93,"Isle of Wight County, VA",2016,"18,750","17,940",810,4.6,4.4,3.8,3,2.8,36159,36326,36571,36972,37109,54408,54301,54917,56110,56938,,,
CN5109500000000,51,95,"James City County, VA",2016,"34,206","32,883","1,323",4.3,3.9,3.5,2.9,2.7,72819,73930,75274,76033,76523,54408,54301,54917,56110,56938,,,
CN5109700000000,51,97,"King and Queen County, VA",2016,"3,613","3,462",151,4.8,4.2,3.5,3.1,2.8,7085,7054,6999,7045,7025,54408,54301,54917,56110,56938,,,
CN5109900000000,51,99,"King George County, VA",2016,"12,268","11,756",512,4.8,4.3,3.7,3,2.6,25414,25947,26337,26612,26836,54408,54301,54917,56110,56938,,,
CN5110100000000,51,101,"King William County, VA",2016,"8,761","8,435",326,4.2,3.8,3.4,3,2.7,16282,16405,16684,16919,17148,54408,54301,54917,56110,56938,,,
CN5110300000000,51,103,"Lancaster County, VA",2016,"5,100","4,814",286,6.6,5.7,5.2,4.4,4.3,10825,10771,10725,10696,10603,54408,54301,54917,56110,56938,,,
CN5110500000000,51,105,"Lee County, VA",2016,"8,479","7,902",577,7.2,6.9,5.2,4.2,4.1,24595,24165,23900,23656,23423,54408,54301,54917,56110,56938,,,
CN5110700000000,51,107,"Loudoun County, VA",2016,"202,652","196,245","6,407",3.6,3.2,3,2.5,2.3,374014,385546,397049,405522,413538,54408,54301,54917,56110,56938,,,
CN5110900000000,51,109,"Louisa County, VA",2016,"18,457","17,762",695,4.2,3.9,3.4,2.8,2.7,34611,35304,35912,36784,37591,54408,54301,54917,56110,56938,,,
CN5111100000000,51,111,"Lunenburg County, VA",2016,"5,252","5,011",241,5.1,4.7,4.1,3.3,3.2,12348,12319,12333,12215,12196,54408,54301,54917,56110,56938,,,
CN5111300000000,51,113,"Madison County, VA",2016,"7,182","6,961",221,3.4,3.2,2.9,2.5,2.2,13047,13081,13212,13248,13261,54408,54301,54917,56110,56938,,,
